FIPS,FIPSTEXT,y17_M001_valueText,y17_M001_classRange,y17_M001_valueNumeric,y17_M002_valueText,y17_M002_classRange,y17_M002_valueNumeric,y17_M003_valueText,y17_M003_classRange,y17_M003_valueNumeric,y17_M004_valueText,y17_M004_classRange,y17_M004_valueNumeric,y17_M005_valueText,y17_M005_classRange,y17_M005_valueNumeric,y17_M006_valueText,y17_M006_classRange,y17_M006_valueNumeric,y17_M007_valueText,y17_M007_classRange,y17_M007_valueNumeric,y17_M008_valueText,y17_M008_classRange,y17_M008_valueNumeric,y17_M009_valueText,y17_M009_classRange,y17_M009_valueNumeric,y17_M010_valueText,y17_M010_classRange,y17_M010_valueNumeric,y17_M058_valueText,y17_M058_classRange,y17_M058_valueNumeric,y17_M059_valueText,y17_M059_classRange,y17_M059_valueNumeric,y17_M060_valueText,y17_M060_classRange,y17_M060_valueNumeric,y17_M061_valueText,y17_M061_classRange,y17_M061_valueNumeric,y17_M062_valueText,y17_M062_classRange,y17_M062_valueNumeric,y17_M063_valueText,y17_M063_classRange,y17_M063_valueNumeric,y17_M064_valueText,y17_M064_classRange,y17_M064_valueNumeric,y17_M065_valueText,y17_M065_classRange,y17_M065_valueNumeric,y17_M066_valueText,y17_M066_classRange,y17_M066_valueNumeric,y17_M067_valueText,y17_M067_classRange,y17_M067_valueNumeric,y17_M068_valueText,y17_M068_classRange,y17_M068_valueNumeric,y17_M069_valueText,y17_M069_classRange,y17_M069_valueNumeric,y17_M070_valueText,y17_M070_classRange,y17_M070_valueNumeric,y17_M071_valueText,y17_M071_classRange,y17_M071_valueNumeric,y17_M076_valueText,y17_M076_classRange,y17_M076_valueNumeric,y17_M077_valueText,y17_M077_classRange,y17_M077_valueNumeric,y17_M078_valueText,y17_M078_classRange,y17_M078_valueNumeric,y17_M079_valueText,y17_M079_classRange,y17_M079_valueNumeric,y17_M080_valueText,y17_M080_classRange,y17_M080_valueNumeric,y17_M081_valueText,y17_M081_classRange,y17_M081_valueNumeric,y17_M082_valueText,y17_M082_classRange,y17_M082_valueNumeric,y17_M083_valueText,y17_M083_classRange,y17_M083_valueNumeric,y17_M091_valueText,y17_M091_classRange,y17_M091_valueNumeric,y17_M092_valueText,y17_M092_classRange,y17_M092_valueNumeric,y17_M093_valueText,y17_M093_classRange,y17_M093_valueNumeric,y17_M201_valueText,y17_M201_classRange,y17_M201_valueNumeric
24011,24011,588,500 - 749,588.00,-0.34,Negligible Change,-0.34,218,180 - 499,218.00,0.42,Negligible Change,0.42,0.03,Sparse Data,0.03,-0.61,Negligible Change,-0.61,-1.69,Slight Decrease,-1.69,-0.76,Sparse Data,-0.76,0.89,Sparse Data,0.89,0.00,Sparse Data,0.00,-0.90,Sparse Data,-0.90,62.6,50 - 69,62.60,0.74,Negligible Change,0.74,25.32,25 - 39,25.32,-0.60,Sparse Data,-0.60,53.30,50 - 74,53.30,85.10,80 or more,85.10,-0.56,Sparse Data,-0.56,80.16,80 or more,80.16,31.52,20 - 39,31.52,2.14,Less than 15,2.14,2.26,1 - 4,2.26,1.82,1 - 2,1.82,53.00,50 - 64,53.00,67.99,60 - 69,67.99,67.91,65 - 74,67.91,12.20,5 - 14,12.20,63.57,60 or more,63.57,2.77,1 - 4,2.77,89.60,75 - 89,89.60,0.14,Less than 5,0.14,28.25,25 - 39,28.25,85.54,85 - 89,85.54,6.97,5 - 9,6.97,6.63,5 - 9,6.63,68.54,65 - 74,68.54
24013,24013,1174,"1,000 or more",1174.00,0.21,Negligible Change,0.21,125,50 - 179,125.00,0.32,Negligible Change,0.32,-0.11,Sparse Data,-0.11,0.02,Sparse Data,0.02,0.07,Sparse Data,0.07,0.00,Sparse Data,0.00,1.74,Sparse Data,1.74,0.00,Sparse Data,0.00,0.56,Sparse Data,0.56,51.2,50 - 69,51.20,0.49,Sparse Data,0.49,1.10,1 - 4,1.10,0.65,Sparse Data,0.65,38.19,30 - 49,38.19,74.53,60 - 79,74.53,0.59,Sparse Data,0.59,65.90,60 - 79,65.90,1.66,Less than 5,1.66,10.79,Less than 15,10.79,0.09,Less than 1,0.09,5.11,3 - 5,5.11,30.87,20 - 34,30.87,68.28,60 - 69,68.28,67.35,65 - 74,67.35,12.12,5 - 14,12.12,36.76,30 - 39,36.76,10.27,5 - 14,10.27,71.50,65 - 74,71.50,2.02,Less than 5,2.02,16.30,10 - 24,16.30,87.90,85 - 89,87.90,6.73,5 - 9,6.73,4.34,2 - 4,4.34,81.86,75 - 84,81.86
24015,24015,533,500 - 749,533.00,0.20,Sparse Data,0.20,138,50 - 179,138.00,0.39,Negligible Change,0.39,-0.12,Sparse Data,-0.12,0.41,Negligible Change,0.41,-0.21,Sparse Data,-0.21,-0.47,Sparse Data,-0.47,-2.50,Sparse Data,-2.50,3.69,Sparse Data,3.69,-0.21,Sparse Data,-0.21,33.3,30 - 49,33.30,3.26,Sparse Data,3.26,2.00,1 - 4,2.00,-0.02,Sparse Data,-0.02,24.63,15 - 29,24.63,73.96,60 - 79,73.96,-0.40,Sparse Data,-0.40,64.81,60 - 79,64.81,3.09,Less than 5,3.09,10.77,Less than 15,10.77,0.00,Less than 1,0.00,2.45,1 - 2,2.45,39.68,35 - 49,39.68,69.87,60 - 69,69.87,69.04,65 - 74,69.04,15.88,15 - 29,15.88,39.57,30 - 39,39.57,0.96,Less than 1,0.96,77.77,75 - 89,77.77,(D),Less than 5,,5.99,5 - 9,5.99,80.30,75 - 84,80.30,10.13,10 - 14,10.13,8.07,5 - 9,8.07,79.55,75 - 84,79.55
24017,24017,385,250 - 499,385.00,0.02,Sparse Data,0.02,107,50 - 179,107.00,0.18,Negligible Change,0.18,0.17,Sparse Data,0.17,-0.49,Sparse Data,-0.49,0.07,Sparse Data,0.07,0.00,Sparse Data,0.00,-1.35,Sparse Data,-1.35,0.00,Sparse Data,0.00,-0.72,Sparse Data,-0.72,14.0,10 - 29,14.00,0.72,Sparse Data,0.72,1.32,1 - 4,1.32,0.15,Sparse Data,0.15,8.87,5 - 14,8.87,63.36,60 - 79,63.36,0.21,Sparse Data,0.21,55.29,40 - 59,55.29,(D),Less than 5,,10.47,Less than 15,10.47,(D),1 - 4,,2.50,1 - 2,2.50,33.23,20 - 34,33.23,62.83,60 - 69,62.83,61.12,50 - 64,61.12,2.92,Less than 5,2.92,(D),Less than 10,,(D),Less than 1,,75.96,75 - 89,75.96,0.03,Less than 5,0.03,5.64,5 - 9,5.64,90.65,90 - 94,90.65,3.38,Less than 5,3.38,4.94,2 - 4,4.94,76.10,75 - 84,76.10
24019,24019,371,250 - 499,371.00,-0.40,Negligible Change,-0.40,356,180 - 499,356.00,0.39,Sparse Data,0.39,-0.34,Sparse Data,-0.34,-0.84,Negligible Change,-0.84,-0.89,Sparse Data,-0.89,0.41,Sparse Data,0.41,0.30,Sparse Data,0.30,1.35,Sparse Data,1.35,0.25,Sparse Data,0.25,38.2,30 - 49,38.20,1.18,Slight Increase,1.18,22.64,10 - 24,22.64,0.30,Sparse Data,0.30,28.02,15 - 29,28.02,73.37,60 - 79,73.37,0.26,Sparse Data,0.26,64.90,60 - 79,64.90,34.74,20 - 39,34.74,0.93,Less than 15,0.93,10.78,10 - 14,10.78,5.11,3 - 5,5.11,35.75,35 - 49,35.75,69.14,60 - 69,69.14,69.22,65 - 74,69.22,13.74,5 - 14,13.74,42.18,40 - 59,42.18,3.28,1 - 4,3.28,88.33,75 - 89,88.33,0.00,Less than 5,0.00,14.35,10 - 24,14.35,78.17,75 - 84,78.17,7.55,5 - 9,7.55,9.70,5 - 9,9.70,70.35,65 - 74,70.35
24021,24021,1373,"1,000 or more",1373.00,0.14,Negligible Change,0.14,137,50 - 179,137.00,0.18,Negligible Change,0.18,0.17,Negligible Change,0.17,-0.04,Sparse Data,-0.04,-0.33,Sparse Data,-0.33,-0.31,Sparse Data,-0.31,0.89,Sparse Data,0.89,5.51,Sparse Data,5.51,0.21,Sparse Data,0.21,44.6,30 - 49,44.60,-0.62,Sparse Data,-0.62,0.62,Less than 1,0.62,0.56,Negligible Change,0.56,33.29,30 - 49,33.29,74.61,60 - 79,74.61,0.44,Sparse Data,0.44,67.39,60 - 79,67.39,0.58,Less than 5,0.58,14.30,Less than 15,14.30,1.64,1 - 4,1.64,1.89,1 - 2,1.89,33.44,20 - 34,33.44,67.61,60 - 69,67.61,67.33,65 - 74,67.33,20.97,15 - 29,20.97,21.52,20 - 29,21.52,1.59,1 - 4,1.59,67.76,65 - 74,67.76,0.15,Less than 5,0.15,4.78,Less than 5,4.78,78.95,75 - 84,78.95,10.20,10 - 14,10.20,9.69,5 - 9,9.69,80.34,75 - 84,80.34
24023,24023,707,500 - 749,707.00,0.17,Sparse Data,0.17,128,50 - 179,128.00,0.41,Negligible Change,0.41,0.10,Sparse Data,0.10,0.19,Negligible Change,0.19,-0.65,Negligible Change,-0.65,-0.98,Sparse Data,-0.98,0.00,Sparse Data,0.00,62.96,Sparse Data,62.96,-0.29,Sparse Data,-0.29,21.7,10 - 29,21.70,2.91,Sparse Data,2.91,0.11,Less than 1,0.11,0.15,Sparse Data,0.15,10.27,5 - 14,10.27,47.21,40 - 59,47.21,-0.23,Sparse Data,-0.23,38.87,20 - 39,38.87,(D),Less than 5,,20.61,15 - 29,20.61,(D),Less than 1,,0.70,Less than 1,0.70,4.46,Less than 5,4.46,53.36,50 - 59,53.36,49.38,35 - 49,49.38,28.62,15 - 29,28.62,8.53,Less than 10,8.53,1.53,1 - 4,1.53,33.03,30 - 49,33.03,0.06,Less than 5,0.06,1.30,Less than 5,1.30,92.64,90 - 94,92.64,5.23,5 - 9,5.23,1.56,Less than 2,1.56,63.65,55 - 64,63.65
24025,24025,628,500 - 749,628.00,0.22,Sparse Data,0.22,118,50 - 179,118.00,0.46,Negligible Change,0.46,-0.07,Sparse Data,-0.07,-0.22,Sparse Data,-0.22,-0.21,Sparse Data,-0.21,0.00,Sparse Data,0.00,-0.58,Sparse Data,-0.58,7.29,Sparse Data,7.29,0.70,Sparse Data,0.70,26.5,10 - 29,26.50,0.98,Sparse Data,0.98,0.78,Less than 1,0.78,1.36,Sparse Data,1.36,18.50,15 - 29,18.50,69.67,60 - 79,69.67,0.99,Sparse Data,0.99,59.53,40 - 59,59.53,(D),Less than 5,,14.15,Less than 15,14.15,(D),Less than 1,,0.90,Less than 1,0.90,26.68,20 - 34,26.68,62.12,60 - 69,62.12,60.16,50 - 64,60.16,6.07,5 - 14,6.07,36.78,30 - 39,36.78,4.88,1 - 4,4.88,72.90,65 - 74,72.90,0.22,Less than 5,0.22,14.70,10 - 24,14.70,84.24,75 - 84,84.24,7.80,5 - 9,7.80,6.85,5 - 9,6.85,84.71,75 - 84,84.71
24027,24027,321,250 - 499,321.00,0.26,Sparse Data,0.26,101,50 - 179,101.00,0.45,Negligible Change,0.45,-0.44,Sparse Data,-0.44,-0.33,Sparse Data,-0.33,0.33,Sparse Data,0.33,-0.95,Sparse Data,-0.95,-1.83,Sparse Data,-1.83,0.00,Sparse Data,0.00,-0.81,Sparse Data,-0.81,20.2,10 - 29,20.20,3.21,Sparse Data,3.21,1.29,1 - 4,1.29,-0.88,Sparse Data,-0.88,11.11,5 - 14,11.11,55.02,40 - 59,55.02,-1.38,Sparse Data,-1.38,46.12,40 - 59,46.12,(D),Less than 5,,15.37,15 - 29,15.37,(D),Less than 1,,1.98,1 - 2,1.98,13.77,5 - 19,13.77,62.51,60 - 69,62.51,58.44,50 - 64,58.44,10.41,5 - 14,10.41,23.06,20 - 29,23.06,4.03,1 - 4,4.03,50.76,50 - 64,50.76,0.45,Less than 5,0.45,13.08,10 - 24,13.08,77.26,75 - 84,77.26,11.21,10 - 14,11.21,9.35,5 - 9,9.35,85.67,85 or more,85.67
24029,24029,346,250 - 499,346.00,-0.17,Sparse Data,-0.17,388,180 - 499,388.00,0.55,Negligible Change,0.55,-0.07,Sparse Data,-0.07,-0.55,Negligible Change,-0.55,-0.38,Sparse Data,-0.38,0.10,Sparse Data,0.10,-0.47,Sparse Data,-0.47,1.85,Sparse Data,1.85,0.04,Sparse Data,0.04,75.7,70 - 89,75.70,0.76,Sparse Data,0.76,7.49,5 - 9,7.49,0.24,Sparse Data,0.24,61.58,50 - 74,61.58,81.32,80 or more,81.32,0.21,Sparse Data,0.21,76.09,60 - 79,76.09,(D),5 - 19,,2.87,Less than 15,2.87,(D),1 - 4,,2.90,1 - 2,2.90,60.74,50 - 64,60.74,73.37,70 - 79,73.37,73.16,65 - 74,73.16,16.47,15 - 29,16.47,55.12,40 - 59,55.12,4.74,1 - 4,4.74,90.47,90 or more,90.47,(D),Less than 5,,23.85,10 - 24,23.85,70.23,Less than 75,70.23,14.74,10 - 14,14.74,13.01,10 - 14,13.01,82.08,75 - 84,82.08
24031,24031,558,500 - 749,558.00,0.09,Sparse Data,0.09,117,50 - 179,117.00,0.26,Negligible Change,0.26,-0.08,Sparse Data,-0.08,-0.27,Sparse Data,-0.27,-0.15,Sparse Data,-0.15,0.29,Sparse Data,0.29,0.67,Sparse Data,0.67,0.00,Sparse Data,0.00,0.18,Sparse Data,0.18,20.8,10 - 29,20.80,0.56,Sparse Data,0.56,1.79,1 - 4,1.79,0.37,Sparse Data,0.37,15.44,15 - 29,15.44,74.33,60 - 79,74.33,0.36,Sparse Data,0.36,65.92,60 - 79,65.92,2.68,Less than 5,2.68,13.55,Less than 15,13.55,0.19,Less than 1,0.19,2.46,1 - 2,2.46,43.28,35 - 49,43.28,76.69,70 - 79,76.69,73.10,65 - 74,73.10,4.92,Less than 5,4.92,37.54,30 - 39,37.54,5.73,5 - 14,5.73,75.29,75 - 89,75.29,10.46,10 - 19,10.46,12.55,10 - 24,12.55,77.96,75 - 84,77.96,6.09,5 - 9,6.09,12.19,10 - 14,12.19,89.96,85 or more,89.96
24033,24033,367,250 - 499,367.00,0.16,Sparse Data,0.16,94,50 - 179,94.00,0.33,Negligible Change,0.33,0.17,Sparse Data,0.17,-1.09,Slight Decrease,-1.09,0.00,Sparse Data,0.00,-1.05,Sparse Data,-1.05,3.26,Sparse Data,3.26,0.00,Sparse Data,0.00,0.30,Sparse Data,0.30,9.9,Less than 10,9.90,0.08,Sparse Data,0.08,2.31,1 - 4,2.31,1.13,Sparse Data,1.13,5.09,5 - 14,5.09,51.50,40 - 59,51.50,0.50,Sparse Data,0.50,39.72,20 - 39,39.72,5.59,5 - 19,5.59,10.96,Less than 15,10.96,0.82,Less than 1,0.82,0.84,Less than 1,0.84,19.04,5 - 19,19.04,66.63,60 - 69,66.63,61.79,50 - 64,61.79,6.90,5 - 14,6.90,41.74,40 - 59,41.74,(D),Less than 1,,71.16,65 - 74,71.16,0.12,Less than 5,0.12,16.13,10 - 24,16.13,83.92,75 - 84,83.92,5.99,5 - 9,5.99,5.72,5 - 9,5.72,80.38,75 - 84,80.38
24035,24035,483,250 - 499,483.00,-0.28,Sparse Data,-0.28,337,180 - 499,337.00,0.43,Negligible Change,0.43,-0.33,Sparse Data,-0.33,-0.68,Negligible Change,-0.68,-0.64,Sparse Data,-0.64,0.23,Sparse Data,0.23,0.00,Sparse Data,0.00,1.65,Sparse Data,1.65,0.21,Sparse Data,0.21,68.5,50 - 69,68.50,0.22,Sparse Data,0.22,10.25,10 - 24,10.25,0.25,Sparse Data,0.25,57.10,50 - 74,57.10,83.33,80 or more,83.33,0.40,Sparse Data,0.40,79.47,60 - 79,79.47,12.88,5 - 19,12.88,2.04,Less than 15,2.04,0.54,Less than 1,0.54,3.62,3 - 5,3.62,65.89,65 or more,65.89,76.52,70 - 79,76.52,76.43,75 or more,76.43,12.43,5 - 14,12.43,57.30,40 - 59,57.30,4.18,1 - 4,4.18,91.03,90 or more,91.03,0.62,Less than 5,0.62,19.62,10 - 24,19.62,76.40,75 - 84,76.40,12.42,10 - 14,12.42,9.11,5 - 9,9.11,84.68,75 - 84,84.68
24037,24037,615,500 - 749,615.00,-0.08,Sparse Data,-0.08,100,50 - 179,100.00,0.24,Negligible Change,0.24,0.19,Negligible Change,0.19,-0.73,Negligible Change,-0.73,0.00,Sparse Data,0.00,-0.38,Sparse Data,-0.38,0.41,Sparse Data,0.41,0.00,Sparse Data,0.00,-0.46,Sparse Data,-0.46,26.9,10 - 29,26.90,-0.29,Sparse Data,-0.29,1.11,1 - 4,1.11,-0.60,Sparse Data,-0.60,16.12,15 - 29,16.12,59.86,40 - 59,59.86,-0.68,Sparse Data,-0.68,51.86,40 - 59,51.86,2.13,Less than 5,2.13,8.69,Less than 15,8.69,0.13,Less than 1,0.13,1.76,1 - 2,1.76,35.64,35 - 49,35.64,69.12,60 - 69,69.12,67.44,65 - 74,67.44,5.80,5 - 14,5.80,48.32,40 - 59,48.32,4.72,1 - 4,4.72,72.90,65 - 74,72.90,0.33,Less than 5,0.33,15.47,10 - 24,15.47,90.24,90 - 94,90.24,5.53,5 - 9,5.53,2.93,2 - 4,2.93,58.05,55 - 64,58.05
24039,24039,255,250 - 499,255.00,-0.34,Sparse Data,-0.34,233,180 - 499,233.00,0.27,Sparse Data,0.27,-0.64,Negligible Change,-0.64,-0.28,Sparse Data,-0.28,0.33,Sparse Data,0.33,-0.52,Sparse Data,-0.52,0.48,Sparse Data,0.48,-3.74,Sparse Data,-3.74,-0.52,Sparse Data,-0.52,29.0,10 - 29,29.00,-1.36,Sparse Data,-1.36,0.50,Less than 1,0.50,0.24,Sparse Data,0.24,18.56,15 - 29,18.56,63.89,60 - 79,63.89,0.25,Sparse Data,0.25,58.81,40 - 59,58.81,0.84,Less than 5,0.84,4.06,Less than 15,4.06,0.00,Less than 1,0.00,4.24,3 - 5,4.24,49.95,35 - 49,49.95,74.01,70 - 79,74.01,74.04,65 - 74,74.04,14.49,5 - 14,14.49,57.92,40 - 59,57.92,(D),Less than 1,,87.86,75 - 89,87.86,2.53,Less than 5,2.53,20.20,10 - 24,20.20,80.39,75 - 84,80.39,2.75,Less than 5,2.75,15.69,15 - 19,15.69,76.86,75 - 84,76.86
24041,24041,317,250 - 499,317.00,-0.10,Sparse Data,-0.10,295,180 - 499,295.00,0.16,Sparse Data,0.16,0.41,Sparse Data,0.41,0.06,Sparse Data,0.06,-1.07,Sparse Data,-1.07,-1.49,Sparse Data,-1.49,0.12,Sparse Data,0.12,0.74,Sparse Data,0.74,-1.37,Slight Decrease,-1.37,54.5,50 - 69,54.50,0.35,Sparse Data,0.35,8.82,5 - 9,8.82,-1.06,Slight Decrease,-1.06,47.19,30 - 49,47.19,86.63,80 or more,86.63,-1.05,Slight Decrease,-1.05,81.81,80 or more,81.81,10.74,5 - 19,10.74,1.97,Less than 15,1.97,1.41,1 - 4,1.41,3.62,3 - 5,3.62,65.34,65 or more,65.34,75.56,70 - 79,75.56,75.06,75 or more,75.06,15.43,15 - 29,15.43,60.56,60 or more,60.56,10.75,5 - 14,10.75,92.02,90 or more,92.02,0.00,Less than 5,0.00,23.45,10 - 24,23.45,70.03,Less than 75,70.03,13.56,10 - 14,13.56,10.09,10 - 14,10.09,80.44,75 - 84,80.44
24043,24043,877,750 - 999,877.00,0.06,Sparse Data,0.06,136,50 - 179,136.00,0.28,Negligible Change,0.28,-0.04,Sparse Data,-0.04,-0.23,Sparse Data,-0.23,0.18,Sparse Data,0.18,-0.53,Sparse Data,-0.53,-2.06,Sparse Data,-2.06,0.00,Sparse Data,0.00,-0.47,Sparse Data,-0.47,40.7,30 - 49,40.70,-1.52,Sparse Data,-1.52,0.46,Less than 1,0.46,-0.20,Sparse Data,-0.20,28.07,15 - 29,28.07,68.96,60 - 79,68.96,-0.37,Sparse Data,-0.37,62.57,60 - 79,62.57,0.63,Less than 5,0.63,20.45,15 - 29,20.45,0.34,Less than 1,0.34,0.99,Less than 1,0.99,17.72,5 - 19,17.72,72.40,70 - 79,72.40,67.43,65 - 74,67.43,33.10,30 - 59,33.10,26.65,20 - 29,26.65,1.06,1 - 4,1.06,68.43,65 - 74,68.43,1.81,Less than 5,1.81,7.79,5 - 9,7.79,87.46,85 - 89,87.46,8.21,5 - 9,8.21,3.31,2 - 4,3.31,69.10,65 - 74,69.10
24045,24045,494,250 - 499,494.00,-0.09,Sparse Data,-0.09,179,50 - 179,179.00,0.19,Negligible Change,0.19,-0.24,Sparse Data,-0.24,-0.12,Sparse Data,-0.12,-0.44,Sparse Data,-0.44,0.00,Sparse Data,0.00,0.48,Sparse Data,0.48,3.69,Sparse Data,3.69,0.31,Sparse Data,0.31,37.0,30 - 49,37.00,0.64,Sparse Data,0.64,12.39,10 - 24,12.39,0.87,Sparse Data,0.87,27.37,15 - 29,27.37,74.06,60 - 79,74.06,1.00,Sparse Data,1.00,67.86,60 - 79,67.86,18.22,5 - 19,18.22,2.50,Less than 15,2.50,0.86,Less than 1,0.86,4.89,3 - 5,4.89,49.24,35 - 49,49.24,67.02,60 - 69,67.02,67.03,65 - 74,67.03,7.63,5 - 14,7.63,40.24,40 - 59,40.24,5.31,5 - 14,5.31,90.36,90 or more,90.36,(D),Less than 5,,11.87,10 - 24,11.87,83.81,75 - 84,83.81,5.67,5 - 9,5.67,8.50,5 - 9,8.50,75.30,75 - 84,75.30
24047,24047,369,250 - 499,369.00,-0.04,Sparse Data,-0.04,269,180 - 499,269.00,0.16,Sparse Data,0.16,0.08,Sparse Data,0.08,-0.62,Negligible Change,-0.62,0.06,Sparse Data,0.06,0.43,Sparse Data,0.43,0.46,Sparse Data,0.46,-0.68,Sparse Data,-0.68,0.00,Sparse Data,0.00,33.1,30 - 49,33.10,0.65,Sparse Data,0.65,5.96,5 - 9,5.96,0.02,Sparse Data,0.02,23.88,15 - 29,23.88,72.12,60 - 79,72.12,-0.02,Sparse Data,-0.02,66.53,60 - 79,66.53,8.96,5 - 19,8.96,1.54,Less than 15,1.54,0.00,Less than 1,0.00,4.19,3 - 5,4.19,49.42,35 - 49,49.42,68.65,60 - 69,68.65,68.45,65 - 74,68.45,16.81,15 - 29,16.81,49.04,40 - 59,49.04,5.27,5 - 14,5.27,89.88,75 - 89,89.88,(D),Less than 5,,16.63,10 - 24,16.63,73.71,Less than 75,73.71,8.40,5 - 9,8.40,15.99,15 - 19,15.99,72.09,65 - 74,72.09
25001,25001,321,250 - 499,321.00,-0.07,Sparse Data,-0.07,20,Less than 50,20.00,-0.03,Sparse Data,-0.03,0.06,Sparse Data,0.06,-1.24,Sparse Data,-1.24,-0.69,Sparse Data,-0.69,1.61,Sparse Data,1.61,0.00,Sparse Data,0.00,0.00,Sparse Data,0.00,1.37,Sparse Data,1.37,2.6,Less than 10,2.60,-0.25,Sparse Data,-0.25,17.12,10 - 24,17.12,0.27,Sparse Data,0.27,0.65,Less than 5,0.65,25.02,20 - 39,25.02,-0.16,Sparse Data,-0.16,19.94,10 - 19,19.94,84.26,60 - 89,84.26,9.35,Less than 15,9.35,3.42,1 - 4,3.42,0.00,Less than 1,0.00,13.45,5 - 19,13.45,73.08,70 - 79,73.08,(D),65 - 74,,7.13,5 - 14,7.13,57.37,40 - 59,57.37,(D),Less than 1,,41.96,30 - 49,41.96,5.24,5 - 9,5.24,41.47,40 or more,41.47,75.70,75 - 84,75.70,5.61,5 - 9,5.61,12.77,10 - 14,12.77,90.03,85 or more,90.03
25003,25003,475,250 - 499,475.00,-0.19,Negligible Change,-0.19,123,50 - 179,123.00,-0.03,Sparse Data,-0.03,-0.22,Sparse Data,-0.22,-0.52,Negligible Change,-0.52,-0.11,Sparse Data,-0.11,0.24,Sparse Data,0.24,-0.39,Sparse Data,-0.39,0.00,Sparse Data,0.00,-0.22,Sparse Data,-0.22,9.9,Less than 10,9.90,0.93,Sparse Data,0.93,0.46,Less than 1,0.46,0.15,Sparse Data,0.15,3.21,Less than 5,3.21,32.49,20 - 39,32.49,0.24,Sparse Data,0.24,30.15,20 - 39,30.15,(D),Less than 5,,16.07,15 - 29,16.07,(D),Less than 1,,0.00,Less than 1,0.00,6.38,5 - 19,6.38,44.86,40 - 49,44.86,42.76,35 - 49,42.76,28.83,15 - 29,28.83,3.75,Less than 10,3.75,(D),Less than 1,,21.38,Less than 30,21.38,0.32,Less than 5,0.32,1.61,Less than 5,1.61,81.47,75 - 84,81.47,9.26,5 - 9,9.26,6.74,5 - 9,6.74,85.47,85 or more,85.47
25005,25005,688,500 - 749,688.00,-0.08,Sparse Data,-0.08,47,Less than 50,47.00,0.07,Negligible Change,0.07,-0.24,Negligible Change,-0.24,-0.23,Sparse Data,-0.23,-0.16,Sparse Data,-0.16,-0.66,Sparse Data,-0.66,-2.87,Sparse Data,-2.87,-0.75,Sparse Data,-0.75,-0.38,Sparse Data,-0.38,9.0,Less than 10,9.00,0.94,Sparse Data,0.94,6.10,5 - 9,6.10,0.38,Sparse Data,0.38,3.67,Less than 5,3.67,40.61,40 - 59,40.61,0.12,Sparse Data,0.12,32.36,20 - 39,32.36,18.54,5 - 19,18.54,17.22,15 - 29,17.22,0.58,Less than 1,0.58,0.00,Less than 1,0.00,7.19,5 - 19,7.19,49.99,40 - 49,49.99,50.23,50 - 64,50.23,11.03,5 - 14,11.03,17.47,10 - 19,17.47,2.22,1 - 4,2.22,24.78,Less than 30,24.78,4.04,Less than 5,4.04,6.08,5 - 9,6.08,84.45,75 - 84,84.45,5.52,5 - 9,5.52,7.85,5 - 9,7.85,75.29,75 - 84,75.29
25007,25007,108,Less than 250,108.00,0.41,Sparse Data,0.41,71,50 - 179,71.00,-0.02,Sparse Data,-0.02,0.97,Negligible Change,0.97,-0.82,Sparse Data,-0.82,-2.97,Sparse Data,-2.97,0.00,Sparse Data,0.00,0.00,Sparse Data,0.00,-0.37,Sparse Data,-0.37,-2.33,Sparse Data,-2.33,11.7,10 - 29,11.70,1.11,Sparse Data,1.11,3.34,1 - 4,3.34,(D),Sparse Data,,1.23,Less than 5,1.23,10.50,10 - 19,10.50,1.09,Sparse Data,1.09,8.35,Less than 10,8.35,26.86,20 - 39,26.86,15.75,15 - 29,15.75,7.00,5 - 9,7.00,0.00,Less than 1,0.00,(D),Less than 5,,50.86,50 - 59,50.86,(D),20 - 34,,27.65,15 - 29,27.65,5.56,Less than 10,5.56,(D),Less than 1,,7.90,Less than 30,7.90,0.00,Less than 5,0.00,2.22,Less than 5,2.22,68.52,Less than 75,68.52,12.04,10 - 14,12.04,12.04,10 - 14,12.04,91.67,85 or more,91.67
25009,25009,419,250 - 499,419.00,-0.40,Negligible Change,-0.40,49,Less than 50,49.00,-0.17,Negligible Change,-0.17,-0.43,Negligible Change,-0.43,-0.81,Sparse Data,-0.81,-0.34,Sparse Data,-0.34,0.62,Sparse Data,0.62,0.00,Sparse Data,0.00,0.00,Sparse Data,0.00,-0.35,Sparse Data,-0.35,6.6,Less than 10,6.60,3.08,Sparse Data,3.08,6.30,5 - 9,6.30,0.73,Sparse Data,0.73,3.48,Less than 5,3.48,52.87,40 - 59,52.87,(D),Sparse Data,,41.13,40 - 59,41.13,14.44,5 - 19,14.44,17.23,15 - 29,17.23,2.10,1 - 4,2.10,0.00,Less than 1,0.00,5.68,5 - 19,5.68,45.47,40 - 49,45.47,41.00,35 - 49,41.00,9.83,5 - 14,9.83,9.03,Less than 10,9.03,0.62,Less than 1,0.62,19.14,Less than 30,19.14,1.72,Less than 5,1.72,4.12,Less than 5,4.12,69.69,Less than 75,69.69,6.92,5 - 9,6.92,15.75,15 - 19,15.75,89.74,85 or more,89.74
